pairs,Ks
ONI01193-ONI19226,2.3004
ONI01193-ONI24232,4.7163
ONI01193-ONI18885,3.0995
ONI01193-ONI05194,4.5493
ONI01193-ONI22888,4.6809
ONI01193-ONI04225,4.4684
ONI01193-ONI20060,4.7349
ONI01193-ONI29870,4.7205
ONI01193-ONI10744,4.7281
ONI01193-ONI26284,4.6188
ONI01193-ONH97838,3.3718
ONI01193-ONI24744,2.9066
ONI01193-ONI18127,2.9472
ONI01193-ONI10516,4.7202
ONI01193-ONH89643,4.5341
ONI01193-ONH96168,6.0193
ONI01193-ONI04721,4.5446
ONI01193-ONI09895,1.7104
ONI01193-ONH89667,4.5018
ONI01193-ONI25090,3.352
ONI01193-ONI30726,4.4872
ONI01193-ONI27137,4.617
ONI01193-ONI29728,4.5937
ONI01193-ONI35714,4.6153
ONI01193-ONH96536,4.4835
ONI01193-ONI34983,4.4632
ONI01193-ONI22333,4.5337
ONI01193-ONH96513,4.5855
ONI01193-ONI30433,2.9656
ONH98211-ONH96339,2.1888
ONH98211-ONH97837,4.6926
ONH98211-ONH96891,4.3796
ONH98211-ONI19701,2.4392
ONH98211-ONI19129,2.7422
ONH98211-ONI11923,4.4476
ONH98211-ONH92343,2.1356
ONH98211-ONI14197,4.5501
ONH98211-ONI08253,4.7113
ONH98211-ONH89725,4.4975
ONH98211-ONI22031,2.3146
ONH98211-ONH92510,2.6979
ONH98211-ONI17874,2.8433
ONH98211-ONH96390,4.1862
ONH98211-ONI08659,4.4453
ONH98211-ONI07181,2.0988
ONH98211-ONI34876,3.4801
ONH98211-ONI11936,4.68
ONH98211-ONI08378,2.4373
ONH98211-ONI30925,4.6261
ONH98211-ONI04516,2.9511
ONH98211-ONI17179,2.3057
ONH98211-ONI23179,2.1261
ONH98211-ONI26052,1.717
ONH98211-ONH96625,2.721
ONH98211-ONI08665,4.6733
ONH98211-ONH93475,4.4477
ONH98211-ONH96897,2.3506
ONH98211-ONI19087,3.4781
ONH98211-ONI32985,4.5834
ONH98211-ONH94185,3.1789
ONH98211-ONI02303,4.6145
ONH98211-ONH91625,3.999
ONH98211-ONI09527,4.4684
ONH98211-ONI25428,3.0877
ONH98211-ONI09497,4.6667
ONH98211-ONI29838,2.8306
ONH98211-ONI20969,3.1404
ONH98211-ONI21063,2.3858
ONH98211-ONI33045,4.6272
ONH98211-ONI35496,4.6249
ONH98211-ONI26704,1.9574
ONH98211-ONI05188,2.1838
ONH98211-ONI08999,1.9961
ONH98211-ONH94181,4.6908
ONH98211-ONI02240,2.2855
ONH98211-ONI19233,4.5569
ONH98211-ONI00156,2.4011
ONH98211-ONI33936,4.5845
ONH98211-ONI02010,4.669
ONH98211-ONI18543,2.7107
ONH98211-ONH89832,4.7105
ONH98211-ONI27715,4.2277
ONH98211-ONI16070,2.2137
ONH98211-ONI19226,2.5715
ONH98211-ONI24232,2.474
ONH98211-ONI18885,3.084
ONH98211-ONI05194,2.167
ONH98211-ONI22888,4.606
ONH98211-ONI04225,2.3059
ONH98211-ONI20060,4.6113
ONH98211-ONI29870,2.3218
ONH98211-ONI10744,3.0145
ONH98211-ONI26284,3.2176
ONH98211-ONH97838,4.6954
ONH98211-ONI24744,2.5756
ONH98211-ONI18127,2.7668
ONH98211-ONI10516,3.8906
ONH98211-ONH89643,4.5077
ONH98211-ONH96168,4.4431
ONH98211-ONI04721,4.1826
ONH98211-ONI09895,2.4599
ONH98211-ONH89667,2.1159
ONH98211-ONI25090,4.3628
ONH98211-ONI30726,4.5022
ONH98211-ONI27137,3.7611
ONH98211-ONI29728,3.5309
ONH98211-ONI35714,2.3049
ONH98211-ONH96536,4.5011
ONH98211-ONI34983,4.5062
ONH98211-ONI22333,2.3747
ONH98211-ONH96513,3.0767
ONH98211-ONI30433,4.7444
ONH96339-ONH97837,2.6197
ONH96339-ONH96891,3.5241
ONH96339-ONI19701,4.63
ONH96339-ONI19129,2.8959
ONH96339-ONI11923,2.693
ONH96339-ONH92343,2.7852
ONH96339-ONI14197,4.5615
ONH96339-ONI08253,2.3628
ONH96339-ONH89725,4.5056
ONH96339-ONI22031,4.6383
ONH96339-ONH92510,4.6143
ONH96339-ONI17874,3.1164
ONH96339-ONH96390,4.7051
ONH96339-ONI08659,4.6614
ONH96339-ONI07181,1.8729
ONH96339-ONI34876,1.7681
ONH96339-ONI11936,4.7237
ONH96339-ONI08378,3.0932
ONH96339-ONI30925,2.273
ONH96339-ONI04516,1.9561
ONH96339-ONI17179,2.2557
ONH96339-ONI23179,4.7943
ONH96339-ONI26052,4.5199
ONH96339-ONH96625,4.5015
ONH96339-ONI08665,3.3015
ONH96339-ONH93475,2.7252
ONH96339-ONH96897,1.9843
ONH96339-ONI19087,4.5623
ONH96339-ONI32985,4.6275
ONH96339-ONH94185,3.4523
ONH96339-ONI02303,4.6238
ONH96339-ONH91625,3.1124
ONH96339-ONI09527,4.3166
ONH96339-ONI25428,2.0589
ONH96339-ONI09497,2.6616
ONH96339-ONI29838,4.5699
ONH96339-ONI20969,2.5301
ONH96339-ONI21063,4.7409
ONH96339-ONI33045,2.0512
ONH96339-ONI35496,2.6825
ONH96339-ONI26704,4.7081
ONH96339-ONI05188,4.6159
ONH96339-ONI08999,2.5872
ONH96339-ONH94181,4.7912
ONH96339-ONI02240,2.443
ONH96339-ONI19233,3.5757
ONH96339-ONI00156,4.4167
ONH96339-ONI33936,3.3928
ONH96339-ONI02010,4.6788
ONH96339-ONI18543,2.5752
ONH96339-ONH89832,4.7082
ONH96339-ONI27715,2.1921
ONH96339-ONI16070,3.4007
ONH96339-ONI19226,1.8551
ONH96339-ONI24232,5.3927
ONH96339-ONI18885,2.7897
ONH96339-ONI05194,2.1099
ONH96339-ONI22888,4.7067
ONH96339-ONI04225,4.4657
ONH96339-ONI20060,3.6046
ONH96339-ONI29870,2.2002
ONH96339-ONI10744,2.1446
ONH96339-ONI26284,2.6885
ONH96339-ONH97838,2.381
ONH96339-ONI24744,3.1921
ONH96339-ONI18127,2.549
ONH96339-ONI10516,2.115
ONH96339-ONH89643,2.2656
ONH96339-ONH96168,4.5811
ONH96339-ONI04721,2.5102
ONH96339-ONI09895,2.0864
ONH96339-ONH89667,1.8895
ONH96339-ONI25090,2.135
ONH96339-ONI30726,2.5251
ONH96339-ONI27137,4.6519
ONH96339-ONI29728,4.5879
ONH96339-ONI35714,4.6236
ONH96339-ONH96536,2.4289
ONH96339-ONI34983,4.4968
ONH96339-ONI22333,2.0301
ONH96339-ONH96513,1.7644
ONH96339-ONI30433,2.7784
ONH97837-ONH96891,4.3719
ONH97837-ONI19701,3.6579
ONH97837-ONI19129,4.6739
ONH97837-ONI11923,4.4188
ONH97837-ONH92343,4.0837
ONH97837-ONI14197,4.5581
ONH97837-ONI08253,4.7002
ONH97837-ONH89725,3.0719
ONH97837-ONI22031,4.625
ONH97837-ONH92510,4.6229
ONH97837-ONI17874,4.635
ONH97837-ONH96390,4.6913
ONH97837-ONI08659,4.4515
ONH97837-ONI07181,4.672
ONH97837-ONI34876,4.5935
ONH97837-ONI11936,4.6489
ONH97837-ONI08378,4.6573
ONH97837-ONI30925,4.6037
ONH97837-ONI04516,4.4956
ONH97837-ONI17179,4.7208
ONH97837-ONI23179,4.7284
ONH97837-ONI26052,4.4779
ONH97837-ONH96625,4.4694
ONH97837-ONI08665,4.616
ONH97837-ONH93475,4.7007
ONH97837-ONH96897,4.4826
ONH97837-ONI19087,2.9295
ONH97837-ONI32985,4.5537
ONH97837-ONH94185,4.6225
ONH97837-ONI02303,4.6289
ONH97837-ONH91625,4.5882
ONH97837-ONI09527,4.4312
ONH97837-ONI25428,4.1419
ONH97837-ONI09497,3.1558
ONH97837-ONI29838,4.5183
ONH97837-ONI20969,4.5515
ONH97837-ONI21063,4.6108
ONH97837-ONI33045,3.175
ONH97837-ONI35496,4.6274
ONH97837-ONI26704,4.5925
ONH97837-ONI05188,4.5287
ONH97837-ONI08999,4.7405
ONH97837-ONH94181,4.7036
ONH97837-ONI02240,4.6622
ONH97837-ONI19233,4.5167
ONH97837-ONI00156,4.4168
ONH97837-ONI33936,2.0774
ONH97837-ONI02010,4.7002
ONH97837-ONI18543,4.5169
ONH97837-ONH89832,4.7261
ONH97837-ONI27715,4.637
ONH97837-ONI16070,4.6039
ONH97837-ONI19226,4.5345
ONH97837-ONI24232,4.7164
ONH97837-ONI18885,4.68
ONH97837-ONI05194,4.5135
ONH97837-ONI22888,4.5923
ONH97837-ONI04225,3.1917
ONH97837-ONI20060,3.5461
ONH97837-ONI29870,4.6324
ONH97837-ONI10744,4.6447
ONH97837-ONI26284,4.4889
ONH97837-ONI24744,4.6467
ONH97837-ONI18127,4.6759
ONH97837-ONI10516,4.634
ONH97837-ONH89643,4.4928
ONH97837-ONH96168,4.4352
ONH97837-ONI04721,4.5267
ONH97837-ONI09895,4.6545
ONH97837-ONH89667,4.5533
ONH97837-ONI25090,4.3592
ONH97837-ONI30726,4.4271
ONH97837-ONI27137,4.6502
ONH97837-ONI29728,2.9832
ONH97837-ONI35714,4.5758
ONH97837-ONH96536,4.4931
ONH97837-ONI34983,3.7874
ONH97837-ONI22333,2.8453
ONH97837-ONH96513,4.5671
ONH97837-ONI30433,3.7083
ONH96891-ONI19701,2.1832
ONH96891-ONI19129,1.7669
ONH96891-ONI11923,2.727
ONH96891-ONH92343,4.378
ONH96891-ONI14197,4.4001
ONH96891-ONI08253,2.4012
ONH96891-ONH89725,2.5718
ONH96891-ONI22031,4.4037
ONH96891-ONH92510,2.9423
ONH96891-ONI17874,4.3952
ONH96891-ONH96390,4.3934
ONH96891-ONI08659,2.6614
ONH96891-ONI07181,1.7636
ONH96891-ONI11936,4.3739
ONH96891-ONI08378,2.5727
ONH96891-ONI30925,2.7502
ONH96891-ONI04516,4.4148
ONH96891-ONI17179,4.4131
ONH96891-ONI23179,4.3993
ONH96891-ONI26052,4.3772
ONH96891-ONH96625,3.014
ONH96891-ONI08665,4.3834
ONH96891-ONH93475,4.4007
ONH96891-ONH96897,3.176
ONH96891-ONI19087,1.9074
ONH96891-ONI32985,2.2864
ONH96891-ONH94185,4.3844
ONH96891-ONI02303,2.5429
ONH96891-ONH91625,2.4885
ONH96891-ONI09527,1.8297
ONH96891-ONI25428,1.7319
ONH96891-ONI09497,2.0432
ONH96891-ONI29838,1.8068
ONH96891-ONI20969,2.5363
ONH96891-ONI21063,2.2081
ONH96891-ONI33045,2.577
ONH96891-ONI35496,3.2084
ONH96891-ONI05188,4.379
ONH96891-ONI08999,2.7179
ONH96891-ONH94181,4.4162
ONH96891-ONI02240,4.4103
ONH96891-ONI19233,4.3737
ONH96891-ONI00156,4.3947
ONH96891-ONI33936,4.424
ONH96891-ONI02010,3.2184
ONH96891-ONI18543,3.3483
ONH96891-ONH89832,4.3839
ONH96891-ONI27715,3.0252
ONH96891-ONI16070,4.3537
ONH96891-ONI19226,3.8997
ONH96891-ONI24232,4.4152
ONH96891-ONI18885,4.382
ONH96891-ONI05194,1.8717
ONH96891-ONI22888,2.2417
ONH96891-ONI04225,3.5206
ONH96891-ONI20060,1.9102
ONH96891-ONI29870,1.8085
ONH96891-ONI10744,4.3906
ONH96891-ONI26284,1.8354
ONH96891-ONH97838,4.4079
ONH96891-ONI24744,2.4176
ONH96891-ONI18127,4.3864
ONH96891-ONI10516,4.3905
ONH96891-ONH89643,2.0573
ONH96891-ONH96168,4.3929
ONH96891-ONI04721,4.4136
ONH96891-ONI09895,2.2625
ONH96891-ONH89667,2.8136
ONH96891-ONI25090,1.8668
ONH96891-ONI30726,2.2399
ONH96891-ONI27137,2.2651
ONH96891-ONI29728,2.3052
ONH96891-ONI35714,2.3107
ONH96891-ONH96536,3.4497
ONH96891-ONI34983,2.6888
ONH96891-ONI22333,4.402
ONH96891-ONH96513,4.3944
ONH96891-ONI30433,1.9206
ONI19701-ONI19129,2.1551
ONI19701-ONI11923,3.2027
ONI19701-ONH92343,2.5372
ONI19701-ONI14197,3.0918
ONI19701-ONI08253,2.0269
ONI19701-ONH89725,2.2778
ONI19701-ONI22031,4.5613
ONI19701-ONH92510,4.634
ONI19701-ONI17874,1.9172
ONI19701-ONH96390,3.0467
ONI19701-ONI08659,2.1917
ONI19701-ONI07181,3.0668
ONI19701-ONI34876,3.0214
ONI19701-ONI11936,3.924
ONI19701-ONI08378,2.1954
ONI19701-ONI30925,2.6161
ONI19701-ONI04516,4.5259
ONI19701-ONI17179,2.641
ONI19701-ONI23179,2.0346
ONI19701-ONI26052,2.6483
ONI19701-ONH96625,4.499
ONI19701-ONI08665,2.6242
ONI19701-ONH93475,4.0064
ONI19701-ONH96897,2.5364
ONI19701-ONI19087,2.855
ONI19701-ONI32985,5.0259
ONI19701-ONH94185,2.6157
ONI19701-ONI02303,4.3442
ONI19701-ONH91625,2.4834
ONI19701-ONI09527,2.065
ONI19701-ONI25428,2.8274
ONI19701-ONI09497,2.3132
ONI19701-ONI29838,3.075
ONI19701-ONI20969,2.4139
ONI19701-ONI21063,2.2769
ONI19701-ONI33045,1.9994
ONI19701-ONI35496,2.9981
ONI19701-ONI26704,2.057
ONI19701-ONI05188,4.5115
ONI19701-ONI08999,2.5364
ONI19701-ONH94181,4.5969
ONI19701-ONI02240,4.5951
ONI19701-ONI19233,4.787
ONI19701-ONI00156,4.4416
ONI19701-ONI33936,3.738
ONI19701-ONI02010,3.7967
ONI19701-ONI18543,4.501
ONI19701-ONH89832,3.8119
ONI19701-ONI27715,4.6077
ONI19701-ONI16070,2.0358
ONI19701-ONI19226,2.1979
ONI19701-ONI24232,2.6489
ONI19701-ONI18885,4.6242
ONI19701-ONI05194,4.5158
ONI19701-ONI22888,3.2661
ONI19701-ONI04225,3.8494
ONI19701-ONI20060,1.8024
ONI19701-ONI29870,2.2577
ONI19701-ONI10744,4.5929
ONI19701-ONI26284,2.5187
ONI19701-ONH97838,4.646
ONI19701-ONI24744,3.5394
ONI19701-ONI18127,4.593
ONI19701-ONI10516,4.6147
ONI19701-ONH89643,2.637
ONI19701-ONH96168,2.6958
ONI19701-ONI04721,1.8277
ONI19701-ONI09895,2.1798
ONI19701-ONH89667,4.5472
ONI19701-ONI25090,2.4926
ONI19701-ONI30726,2.2094
ONI19701-ONI27137,2.3674
ONI19701-ONI29728,2.795
ONI19701-ONI35714,3.288
ONI19701-ONH96536,2.4715
ONI19701-ONI34983,3.8306
ONI19701-ONI22333,3.6957
ONI19701-ONH96513,2.2684
ONI19701-ONI30433,1.6693
ONI19129-ONI11923,2.0861
ONI19129-ONH92343,2.8314
ONI19129-ONI14197,2.5188
ONI19129-ONI08253,2.9406
ONI19129-ONH89725,3.667
ONI19129-ONI22031,1.9471
ONI19129-ONH92510,2.0505
ONI19129-ONI17874,2.8694
ONI19129-ONH96390,3.1862
ONI19129-ONI08659,4.4812
ONI19129-ONI07181,1.8153
ONI19129-ONI34876,2.4761
ONI19129-ONI11936,2.118
ONI19129-ONI08378,4.6697
ONI19129-ONI30925,2.1157
ONI19129-ONI04516,2.3682
ONI19129-ONI17179,2.8077
ONI19129-ONI23179,2.3286
ONI19129-ONI26052,3.2114
ONI19129-ONH96625,4.663
ONI19129-ONI08665,4.6689
ONI19129-ONH93475,4.6727
ONI19129-ONH96897,2.3604
ONI19129-ONI19087,2.4607
ONI19129-ONI32985,1.9997
ONI19129-ONH94185,2.2622
ONI19129-ONI02303,4.6844
ONI19129-ONH91625,3.7212
ONI19129-ONI09527,2.0279
ONI19129-ONI25428,2.4109
ONI19129-ONI09497,4.6982
ONI19129-ONI29838,1.7846
ONI19129-ONI20969,2.0759
ONI19129-ONI21063,2.3778
ONI19129-ONI33045,4.6093
ONI19129-ONI35496,2.2353
ONI19129-ONI26704,2.9284
ONI19129-ONI05188,2.6501
ONI19129-ONI08999,1.7812
ONI19129-ONH94181,4.6823
ONI19129-ONI02240,2.4145
ONI19129-ONI19233,4.655
ONI19129-ONI00156,2.2061
ONI19129-ONI33936,4.5754
ONI19129-ONI02010,3.3509
ONI19129-ONI18543,1.8992
ONI19129-ONH89832,3.7591
ONI19129-ONI27715,2.2665
ONI19129-ONI16070,4.6467
ONI19129-ONI19226,2.5201
ONI19129-ONI24232,5.4637
ONI19129-ONI18885,2.4158
ONI19129-ONI05194,1.8043
ONI19129-ONI22888,3.1919
ONI19129-ONI04225,2.0659
ONI19129-ONI20060,4.6983
ONI19129-ONI29870,1.9229
ONI19129-ONI10744,1.7548
ONI19129-ONI26284,4.6052
ONI19129-ONH97838,2.2329
ONI19129-ONI24744,1.7645
ONI19129-ONI18127,4.6791
ONI19129-ONI10516,2.9184
ONI19129-ONH89643,4.5548
ONI19129-ONH96168,4.5599
ONI19129-ONI04721,2.717
ONI19129-ONI09895,2.5258
ONI19129-ONH89667,2.6397
ONI19129-ONI25090,3.8227
ONI19129-ONI30726,3.1039
ONI19129-ONI27137,1.8806
ONI19129-ONI29728,2.7237
ONI19129-ONI35714,2.8931
ONI19129-ONH96536,2.6511
ONI19129-ONI34983,4.4871
ONI19129-ONI22333,2.7315
ONI19129-ONH96513,2.352
ONI19129-ONI30433,3.6466
ONI11923-ONH92343,3.4887
ONI11923-ONI14197,4.4309
ONI11923-ONI08253,2.9564
ONI11923-ONH89725,2.3456
ONI11923-ONI22031,2.0578
ONI11923-ONH92510,2.6115
ONI11923-ONI17874,4.4417
ONI11923-ONH96390,2.4363
ONI11923-ONI08659,2.6312
ONI11923-ONI07181,1.7688
ONI11923-ONI34876,2.2869
ONI11923-ONI11936,4.4442
ONI11923-ONI08378,2.2305
ONI11923-ONI30925,2.0325
ONI11923-ONI04516,2.968
ONI11923-ONI17179,3.1145
ONI11923-ONI23179,4.4639
ONI11923-ONI26052,2.4535
ONI11923-ONH96625,4.4599
ONI11923-ONI08665,4.4542
ONI11923-ONH93475,4.3974
ONI11923-ONH96897,2.9937
ONI11923-ONI19087,2.6752
ONI11923-ONI32985,4.4551
ONI11923-ONH94185,1.9113
ONI11923-ONI02303,4.4363
ONI11923-ONH91625,4.4919
ONI11923-ONI09527,2.6824
ONI11923-ONI25428,4.4161
ONI11923-ONI09497,4.5031
ONI11923-ONI29838,4.428
ONI11923-ONI20969,2.1219
ONI11923-ONI21063,2.1919
ONI11923-ONI33045,4.4738
ONI11923-ONI35496,2.4083
ONI11923-ONI26704,2.7917
ONI11923-ONI05188,2.2574
ONI11923-ONI08999,1.9769
ONI11923-ONH94181,4.4473
ONI11923-ONI02240,3.7462
ONI11923-ONI19233,3.0007
ONI11923-ONI00156,2.6599
ONI11923-ONI33936,4.4314
ONI11923-ONI02010,2.7308
ONI11923-ONI18543,5.2519
ONI11923-ONH89832,4.4198
ONI11923-ONI27715,4.4581
ONI11923-ONI16070,2.8564
ONI11923-ONI19226,2.5292
ONI11923-ONI24232,2.1678
ONI11923-ONI18885,1.6785
ONI11923-ONI05194,1.7625
ONI11923-ONI22888,3.3432
ONI11923-ONI04225,4.4154
ONI11923-ONI20060,2.144
ONI11923-ONI29870,2.0268
ONI11923-ONI10744,3.6764
ONI11923-ONI26284,4.4887
ONI11923-ONH97838,2.3776
ONI11923-ONI24744,1.6798
ONI11923-ONI18127,4.4539
ONI11923-ONI10516,4.4265
ONI11923-ONH89643,2.0084
ONI11923-ONH96168,2.5061
ONI11923-ONI04721,2.5877
ONI11923-ONI09895,1.5471
ONI11923-ONH89667,2.9889
ONI11923-ONI25090,2.1622
ONI11923-ONI30726,2.0955
ONI11923-ONI27137,3.7491
ONI11923-ONI29728,2.0298
ONI11923-ONI35714,2.1763
ONI11923-ONH96536,1.71
ONI11923-ONI34983,4.4095
ONI11923-ONI22333,4.4579
ONI11923-ONH96513,4.454
ONI11923-ONI30433,3.0295
ONH92343-ONI14197,2.4279
ONH92343-ONI08253,2.0516
ONH92343-ONH89725,2.2452
ONH92343-ONI22031,2.8764
ONH92343-ONH92510,1.8321
ONH92343-ONI17874,2.8083
ONH92343-ONH96390,2.9613
ONH92343-ONI08659,4.4263
ONH92343-ONI07181,4.6078
ONH92343-ONI34876,2.3756
ONH92343-ONI11936,4.6603
ONH92343-ONI08378,2.1597
ONH92343-ONI30925,2.0522
ONH92343-ONI04516,5.4302
ONH92343-ONI17179,4.6089
ONH92343-ONI23179,2.9799
ONH92343-ONI26052,4.5183
ONH92343-ONH96625,2.7697
ONH92343-ONI08665,3.9004
ONH92343-ONH93475,4.6684
ONH92343-ONH96897,2.0173
ONH92343-ONI19087,2.0502
ONH92343-ONI32985,4.2176
ONH92343-ONH94185,4.7046
ONH92343-ONI02303,4.6333
ONH92343-ONH91625,3.4179
ONH92343-ONI09527,4.4606
ONH92343-ONI25428,2.0381
ONH92343-ONI09497,4.7279
ONH92343-ONI29838,3.0176
ONH92343-ONI20969,3.6024
ONH92343-ONI21063,2.9639
ONH92343-ONI33045,3.5341
ONH92343-ONI35496,2.8618
ONH92343-ONI26704,3.1117
ONH92343-ONI05188,3.4864
ONH92343-ONI08999,4.6844
ONH92343-ONH94181,4.674
ONH92343-ONI02240,3.4788
ONH92343-ONI19233,4.5873
ONH92343-ONI00156,4.429
ONH92343-ONI33936,2.2445
ONH92343-ONI02010,4.6039
ONH92343-ONI18543,4.5478
ONH92343-ONH89832,2.8526
ONH92343-ONI27715,4.6746
ONH92343-ONI16070,1.7774
ONH92343-ONI19226,2.1827
ONH92343-ONI24232,4.6998
ONH92343-ONI18885,4.6653
ONH92343-ONI05194,3.1904
ONH92343-ONI22888,4.6913
ONH92343-ONI04225,3.8219
ONH92343-ONI20060,5.2564
ONH92343-ONI29870,4.7037
ONH92343-ONI10744,4.6708
ONH92343-ONI26284,1.8452
ONH92343-ONH97838,2.4133
ONH92343-ONI24744,4.6264
ONH92343-ONI18127,4.6877
ONH92343-ONI10516,4.6947
ONH92343-ONH89643,2.5582
ONH92343-ONH96168,4.5564
ONH92343-ONI04721,2.9838
ONH92343-ONI09895,2.2487
ONH92343-ONH89667,4.4419
ONH92343-ONI25090,4.3787
ONH92343-ONI30726,4.44
ONH92343-ONI27137,4.6291
ONH92343-ONI29728,4.5529
ONH92343-ONI35714,4.5319
ONH92343-ONH96536,2.582
ONH92343-ONI34983,4.4554
ONH92343-ONI22333,4.5848
ONH92343-ONH96513,2.5101
ONH92343-ONI30433,4.0872
ONI14197-ONI08253,2.083
ONI14197-ONH89725,4.4744
ONI14197-ONI22031,2.1247
ONI14197-ONH92510,1.9569
ONI14197-ONI17874,3.3796
ONI14197-ONH96390,4.5667
ONI14197-ONI08659,4.4159
ONI14197-ONI07181,2.6047
ONI14197-ONI34876,2.7349
ONI14197-ONI11936,2.6394
ONI14197-ONI08378,4.011
ONI14197-ONI30925,2.8817
ONI14197-ONI04516,4.5166
ONI14197-ONI17179,4.5568
ONI14197-ONI23179,2.6883
ONI14197-ONI26052,3.2021
ONI14197-ONH96625,4.4915
ONI14197-ONI08665,4.4686
ONI14197-ONH93475,4.5699
ONI14197-ONH96897,4.5147
ONI14197-ONI19087,4.5371
ONI14197-ONI32985,2.6649
ONI14197-ONH94185,4.5583
ONI14197-ONI02303,4.5175
ONI14197-ONH91625,4.5852
ONI14197-ONI09527,2.2714
ONI14197-ONI25428,4.5831
ONI14197-ONI09497,2.1617
ONI14197-ONI29838,4.4213
ONI14197-ONI20969,4.528
ONI14197-ONI21063,3.2959
ONI14197-ONI33045,2.5243
ONI14197-ONI35496,4.5249
ONI14197-ONI26704,3.3651
ONI14197-ONI05188,4.4591
ONI14197-ONI08999,2.9692
ONI14197-ONH94181,4.5695
ONI14197-ONI02240,4.5397
ONI14197-ONI19233,4.4419
ONI14197-ONI00156,4.3895
ONI14197-ONI33936,2.985
ONI14197-ONI02010,4.5623
ONI14197-ONI18543,4.4214
ONI14197-ONH89832,4.5448
ONI14197-ONI27715,4.5463
ONI14197-ONI16070,4.5514
ONI14197-ONI19226,3.4868
ONI14197-ONI24232,2.1633
ONI14197-ONI18885,4.5575
ONI14197-ONI05194,2.4961
ONI14197-ONI22888,4.0602
ONI14197-ONI04225,4.431
ONI14197-ONI20060,3.2979
ONI14197-ONI29870,4.5719
ONI14197-ONI10744,4.5506
ONI14197-ONI26284,2.7388
ONI14197-ONH97838,4.54
ONI14197-ONI24744,3.8504
ONI14197-ONI18127,4.5445
ONI14197-ONI10516,4.5404
ONI14197-ONH89643,4.417
ONI14197-ONH96168,4.441
ONI14197-ONI04721,3.3958
ONI14197-ONI09895,2.0943
ONI14197-ONH89667,2.7559
ONI14197-ONI25090,4.3696
ONI14197-ONI30726,4.4269
ONI14197-ONI27137,4.504
ONI14197-ONI29728,2.2778
ONI14197-ONI35714,4.5303
ONI14197-ONH96536,4.4918
ONI14197-ONI34983,4.4676
ONI14197-ONI22333,6.8427
ONI14197-ONH96513,2.5233
ONI14197-ONI30433,4.5677
ONI08253-ONH89725,4.491
ONI08253-ONI22031,2.296
ONI08253-ONH92510,1.7782
ONI08253-ONI17874,1.7237
ONI08253-ONH96390,1.9338
ONI08253-ONI08659,2.2728
ONI08253-ONI07181,2.0952
ONI08253-ONI34876,1.8723
ONI08253-ONI11936,3.5218
ONI08253-ONI08378,2.6558
ONI08253-ONI30925,4.631
ONI08253-ONI04516,1.7871
ONI08253-ONI17179,2.411
ONI08253-ONI23179,4.8103
ONI08253-ONI26052,1.9077
ONI08253-ONH96625,4.4905
ONI08253-ONI08665,2.7009
ONI08253-ONH93475,2.4047
ONI08253-ONH96897,4.5017
ONI08253-ONI19087,3.3662
ONI08253-ONI32985,4.5736
ONI08253-ONH94185,2.1035
ONI08253-ONI02303,2.2317
ONI08253-ONH91625,4.9947
ONI08253-ONI09527,3.1788
ONI08253-ONI25428,2.1673
ONI08253-ONI09497,6.0233
ONI08253-ONI29838,4.4351
ONI08253-ONI20969,2.6195
ONI08253-ONI21063,2.3611
ONI08253-ONI33045,2.8693
ONI08253-ONI35496,2.517
ONI08253-ONI26704,1.6722
ONI08253-ONI05188,4.593
ONI08253-ONI08999,2.5431
ONI08253-ONH94181,2.7016
ONI08253-ONI02240,2.0433
ONI08253-ONI19233,4.5916
ONI08253-ONI00156,1.9894
ONI08253-ONI33936,4.4861
ONI08253-ONI02010,2.5197
ONI08253-ONI18543,1.8736
ONI08253-ONH89832,4.7823
ONI08253-ONI27715,1.9956
ONI08253-ONI16070,2.1617
ONI08253-ONI19226,4.6009
ONI08253-ONI24232,4.7614
ONI08253-ONI18885,3.7771
ONI08253-ONI05194,4.4342
ONI08253-ONI22888,2.7401
ONI08253-ONI04225,1.7317
ONI08253-ONI20060,2.8419
ONI08253-ONI29870,4.8654
ONI08253-ONI10744,4.6929
ONI08253-ONI26284,2.1948
ONI08253-ONH97838,2.5823
ONI08253-ONI24744,4.6554
ONI08253-ONI18127,4.7631
ONI08253-ONI10516,2.4834
ONI08253-ONH89643,3.7073
ONI08253-ONH96168,3.5355
ONI08253-ONI04721,3.1845
ONI08253-ONI09895,1.8609
ONI08253-ONH89667,2.6568
ONI08253-ONI25090,4.3835
ONI08253-ONI30726,4.522
ONI08253-ONI27137,4.6961
ONI08253-ONI29728,3.5997
ONI08253-ONI35714,2.5161
ONI08253-ONH96536,3.8947
ONI08253-ONI34983,2.2331
ONI08253-ONI22333,2.9814
ONI08253-ONH96513,2.2995
ONI08253-ONI30433,2.5569
ONH89725-ONI22031,4.4587
ONH89725-ONH92510,2.1961
ONH89725-ONI17874,4.4647
ONH89725-ONH96390,4.484
ONH89725-ONI08659,4.4238
ONH89725-ONI07181,4.5176
ONH89725-ONI34876,2.9442
ONH89725-ONI11936,4.1507
ONH89725-ONI08378,4.4929
ONH89725-ONI30925,2.3027
ONH89725-ONI04516,4.4898
ONH89725-ONI17179,2.8589
ONH89725-ONI23179,4.4978
ONH89725-ONI26052,4.4303
ONH89725-ONH96625,2.8447
ONH89725-ONI08665,4.4496
ONH89725-ONH93475,3.5677
